"index","average_price","devex value (USD)","volume","date"
515,3513,12.2955,29,2014-07-12 00:00:00.000
516,3146,11.011000000000001,15,2014-07-13 00:00:00.000
517,3534,12.369,25,2014-07-14 00:00:00.000
518,3449,12.0715,19,2014-07-15 00:00:00.000
519,3541,12.3935,34,2014-07-16 00:00:00.000
520,3311,11.5885,22,2014-07-17 00:00:00.000
521,3456,12.096,30,2014-07-18 00:00:00.000
522,3437,12.0295,33,2014-07-19 00:00:00.000
523,3315,11.602500000000001,21,2014-07-20 00:00:00.000
524,3340,11.69,1,2014-07-21 00:00:00.000
525,3451,12.0785,38,2014-07-22 00:00:00.000
526,3563,12.4705,20,2014-07-23 00:00:00.000
527,3623,12.6805,27,2014-07-24 00:00:00.000
528,3485,12.1975,30,2014-07-25 00:00:00.000
529,3087,10.8045,35,2014-07-26 00:00:00.000
530,3128,10.948,29,2014-07-27 00:00:00.000
531,3399,11.8965,31,2014-07-28 00:00:00.000
532,3372,11.802,27,2014-07-29 00:00:00.000
533,3654,12.789,23,2014-07-30 00:00:00.000
534,3497,12.2395,23,2014-07-31 00:00:00.000
535,3695,12.932500000000001,25,2014-08-01 00:00:00.000
536,3600,12.6,25,2014-08-02 00:00:00.000
537,3055,10.6925,38,2014-08-03 00:00:00.000
538,2831,9.9085,36,2014-08-04 00:00:00.000
539,3108,10.878,35,2014-08-05 00:00:00.000
540,3399,11.8965,25,2014-08-06 00:00:00.000
541,3748,13.118,28,2014-08-07 00:00:00.000
542,3528,12.348,25,2014-08-08 00:00:00.000
543,3374,11.809000000000001,19,2014-08-09 00:00:00.000
544,2842,9.947000000000001,11,2014-08-10 00:00:00.000
545,3186,11.151,30,2014-08-11 00:00:00.000
546,3344,11.704,31,2014-08-12 00:00:00.000
547,4027,14.0945,26,2014-08-13 00:00:00.000
548,3365,11.7775,18,2014-08-14 00:00:00.000
549,3396,11.886000000000001,26,2014-08-15 00:00:00.000
550,3347,11.714500000000001,29,2014-08-16 00:00:00.000
551,3728,13.048,27,2014-08-17 00:00:00.000
552,3396,11.886000000000001,18,2014-08-18 00:00:00.000
553,3460,12.11,18,2014-08-19 00:00:00.000
554,3727,13.044500000000001,9,2014-08-20 00:00:00.000
555,3865,13.5275,17,2014-08-21 00:00:00.000
556,3800,13.3,23,2014-08-22 00:00:00.000
557,3267,11.4345,25,2014-08-23 00:00:00.000
558,3670,12.845,18,2014-08-24 00:00:00.000
559,3708,12.978,21,2014-08-25 00:00:00.000
560,3841,13.4435,26,2014-08-26 00:00:00.000
561,3937,13.7795,15,2014-08-27 00:00:00.000
562,3390,11.865,22,2014-08-28 00:00:00.000
563,3035,10.6225,63,2014-08-29 00:00:00.000
564,3002,10.507,55,2014-08-30 00:00:00.000
565,2655,9.2925,38,2014-08-31 00:00:00.000
566,2907,10.1745,19,2014-09-01 00:00:00.000
567,3122,10.927,20,2014-09-02 00:00:00.000
568,3289,11.5115,10,2014-09-03 00:00:00.000
569,3532,12.362,8,2014-09-04 00:00:00.000
570,3479,12.1765,33,2014-09-05 00:00:00.000
571,3452,12.082,26,2014-09-06 00:00:00.000
572,3551,12.4285,24,2014-09-07 00:00:00.000
573,3379,11.826500000000001,17,2014-09-08 00:00:00.000
574,3403,11.9105,20,2014-09-09 00:00:00.000
575,3438,12.033,5,2014-09-10 00:00:00.000
576,3448,12.068,28,2014-09-11 00:00:00.000
577,3392,11.872,17,2014-09-12 00:00:00.000
578,3264,11.424,29,2014-09-13 00:00:00.000
579,3566,12.481,22,2014-09-14 00:00:00.000
580,3093,10.8255,11,2014-09-15 00:00:00.000
581,3418,11.963000000000001,9,2014-09-16 00:00:00.000
582,3195,11.182500000000001,11,2014-09-17 00:00:00.000
583,3313,11.5955,13,2014-09-18 00:00:00.000
584,3350,11.725,18,2014-09-19 00:00:00.000
585,3266,11.431000000000001,18,2014-09-20 00:00:00.000
586,3268,11.438,26,2014-09-21 00:00:00.000
587,3193,11.1755,19,2014-09-22 00:00:00.000
588,2887,10.1045,14,2014-09-23 00:00:00.000
589,3172,11.102,10,2014-09-24 00:00:00.000
590,2837,9.9295,13,2014-09-25 00:00:00.000
591,3362,11.767,13,2014-09-26 00:00:00.000
592,3109,10.8815,24,2014-09-27 00:00:00.000
593,3004,10.514,23,2014-09-28 00:00:00.000
594,3545,12.4075,14,2014-09-29 00:00:00.000
595,3433,12.0155,15,2014-09-30 00:00:00.000
596,2922,10.227,22,2014-10-01 00:00:00.000
597,3224,11.284,17,2014-10-02 00:00:00.000
598,3512,12.292,15,2014-10-03 00:00:00.000
599,3393,11.8755,18,2014-10-04 00:00:00.000
600,3052,10.682,17,2014-10-05 00:00:00.000
601,2763,9.6705,30,2014-10-06 00:00:00.000
602,2967,10.384500000000001,21,2014-10-07 00:00:00.000
603,2812,9.842,16,2014-10-08 00:00:00.000
604,3061,10.7135,11,2014-10-09 00:00:00.000
605,3222,11.277000000000001,19,2014-10-10 00:00:00.000
606,2728,9.548,27,2014-10-11 00:00:00.000
607,3035,10.6225,22,2014-10-12 00:00:00.000
608,3084,10.794,11,2014-10-13 00:00:00.000
609,3017,10.5595,13,2014-10-14 00:00:00.000
610,3276,11.466000000000001,20,2014-10-15 00:00:00.000
611,3267,11.4345,16,2014-10-16 00:00:00.000
612,3107,10.8745,23,2014-10-17 00:00:00.000
613,3583,12.5405,19,2014-10-18 00:00:00.000
614,3269,11.4415,15,2014-10-19 00:00:00.000
615,3254,11.389000000000001,11,2014-10-20 00:00:00.000
616,3032,10.612,19,2014-10-21 00:00:00.000
617,3414,11.949,10,2014-10-22 00:00:00.000
618,3418,11.963000000000001,10,2014-10-23 00:00:00.000
619,3786,13.251,11,2014-10-24 00:00:00.000
620,3576,12.516,19,2014-10-25 00:00:00.000
621,3380,11.83,16,2014-10-26 00:00:00.000
622,3446,12.061,11,2014-10-27 00:00:00.000
623,2994,10.479000000000001,15,2014-10-28 00:00:00.000
624,3360,11.76,11,2014-10-29 00:00:00.000
625,3181,11.1335,15,2014-10-30 00:00:00.000
626,3122,10.927,11,2014-10-31 00:00:00.000
627,3305,11.5675,24,2014-11-01 00:00:00.000
628,3233,11.3155,24,2014-11-02 00:00:00.000
629,3205,11.2175,18,2014-11-03 00:00:00.000
630,2936,10.276,23,2014-11-04 00:00:00.000
631,2908,10.178,11,2014-11-05 00:00:00.000
632,3093,10.8255,13,2014-11-06 00:00:00.000
633,3244,11.354000000000001,23,2014-11-07 00:00:00.000
634,3033,10.6155,35,2014-11-08 00:00:00.000
635,3319,11.6165,19,2014-11-09 00:00:00.000
636,3651,12.778500000000001,16,2014-11-10 00:00:00.000
637,3219,11.2665,13,2014-11-11 00:00:00.000
638,3444,12.054,9,2014-11-12 00:00:00.000
639,3502,12.257,14,2014-11-13 00:00:00.000
640,2963,10.3705,12,2014-11-14 00:00:00.000
641,3470,12.145,27,2014-11-15 00:00:00.000
642,3459,12.1065,22,2014-11-16 00:00:00.000
643,3117,10.9095,14,2014-11-17 00:00:00.000
644,3186,11.151,15,2014-11-18 00:00:00.000
645,3188,11.158,13,2014-11-19 00:00:00.000
646,3153,11.0355,13,2014-11-20 00:00:00.000
647,2795,9.7825,33,2014-11-21 00:00:00.000
648,2816,9.856,40,2014-11-22 00:00:00.000
649,3076,10.766,21,2014-11-23 00:00:00.000
650,2992,10.472,17,2014-11-24 00:00:00.000
651,3206,11.221,20,2014-11-25 00:00:00.000
652,3038,10.633000000000001,15,2014-11-26 00:00:00.000
653,2816,9.856,29,2014-11-27 00:00:00.000
654,2865,10.0275,53,2014-11-28 00:00:00.000
655,3025,10.5875,33,2014-11-29 00:00:00.000
656,2885,10.0975,32,2014-11-30 00:00:00.000
657,2446,8.561,35,2014-12-01 00:00:00.000
658,2736,9.576,15,2014-12-02 00:00:00.000
659,2663,9.320500000000001,21,2014-12-03 00:00:00.000
660,2844,9.954,16,2014-12-04 00:00:00.000
661,3045,10.6575,12,2014-12-05 00:00:00.000
662,3054,10.689,17,2014-12-06 00:00:00.000
663,3138,10.983,15,2014-12-07 00:00:00.000
664,3018,10.563,11,2014-12-08 00:00:00.000
665,2948,10.318,12,2014-12-09 00:00:00.000
666,3006,10.521,9,2014-12-10 00:00:00.000
667,2782,9.737,14,2014-12-11 00:00:00.000
668,2647,9.2645,20,2014-12-12 00:00:00.000
669,2485,8.6975,18,2014-12-13 00:00:00.000
670,2483,8.6905,17,2014-12-14 00:00:00.000
671,2681,9.3835,15,2014-12-15 00:00:00.000
672,2663,9.320500000000001,14,2014-12-16 00:00:00.000
673,2510,8.785,7,2014-12-17 00:00:00.000
674,2970,10.395,9,2014-12-18 00:00:00.000
675,2918,10.213000000000001,17,2014-12-19 00:00:00.000
676,2781,9.7335,25,2014-12-20 00:00:00.000
677,3163,11.070500000000001,14,2014-12-21 00:00:00.000
678,3460,12.11,9,2014-12-22 00:00:00.000
679,3330,11.655,1,2014-12-23 00:00:00.000
680,3533,12.3655,27,2014-12-24 00:00:00.000
681,3819,13.3665,91,2014-12-25 00:00:00.000
682,3675,12.8625,57,2014-12-26 00:00:00.000
683,3624,12.684000000000001,39,2014-12-27 00:00:00.000
684,4477,15.669500000000001,36,2014-12-28 00:00:00.000
685,3565,12.477500000000001,29,2014-12-29 00:00:00.000
686,3424,11.984,33,2014-12-30 00:00:00.000
687,3540,12.39,25,2014-12-31 00:00:00.000
688,3765,13.1775,22,2015-01-01 00:00:00.000
689,3840,13.44,15,2015-01-02 00:00:00.000
690,3499,12.246500000000001,17,2015-01-03 00:00:00.000
691,3492,12.222,17,2015-01-04 00:00:00.000
692,3798,13.293000000000001,2,2015-01-05 00:00:00.000
693,3806,13.321,11,2015-01-06 00:00:00.000
694,3728,13.048,21,2015-01-07 00:00:00.000
695,3481,12.1835,19,2015-01-08 00:00:00.000
696,3419,11.9665,13,2015-01-09 00:00:00.000
697,3483,12.1905,25,2015-01-10 00:00:00.000
698,3332,11.662,27,2015-01-11 00:00:00.000
699,3786,13.251,7,2015-01-12 00:00:00.000
700,3648,12.768,8,2015-01-13 00:00:00.000
701,3548,12.418000000000001,8,2015-01-14 00:00:00.000
702,3870,13.545,16,2015-01-15 00:00:00.000
703,4133,14.4655,12,2015-01-16 00:00:00.000
704,4175,14.6125,13,2015-01-17 00:00:00.000
705,3499,12.246500000000001,24,2015-01-18 00:00:00.000
706,3833,13.4155,17,2015-01-19 00:00:00.000
707,2963,10.3705,18,2015-01-20 00:00:00.000
708,3677,12.8695,13,2015-01-21 00:00:00.000
709,2899,10.1465,10,2015-01-22 00:00:00.000
710,3953,13.8355,12,2015-01-23 00:00:00.000
711,2904,10.164,18,2015-01-24 00:00:00.000
712,2732,9.562,17,2015-01-25 00:00:00.000
713,3250,11.375,14,2015-01-26 00:00:00.000
714,3421,11.9735,15,2015-01-27 00:00:00.000
715,3225,11.2875,13,2015-01-28 00:00:00.000
716,3849,13.4715,5,2015-01-29 00:00:00.000
717,2785,9.7475,35,2015-01-30 00:00:00.000
718,2697,9.4395,38,2015-01-31 00:00:00.000
719,3041,10.6435,25,2015-02-01 00:00:00.000
720,3304,11.564,21,2015-02-02 00:00:00.000
721,3245,11.3575,25,2015-02-03 00:00:00.000
722,3105,10.8675,20,2015-02-04 00:00:00.000
723,2915,10.2025,12,2015-02-05 00:00:00.000
724,2835,9.9225,15,2015-02-06 00:00:00.000
725,2841,9.9435,29,2015-02-07 00:00:00.000
726,2488,8.708,28,2015-02-08 00:00:00.000
727,2742,9.597,11,2015-02-09 00:00:00.000
728,2528,8.848,25,2015-02-10 00:00:00.000
729,2576,9.016,20,2015-02-11 00:00:00.000
730,2683,9.3905,15,2015-02-12 00:00:00.000
731,2911,10.1885,17,2015-02-13 00:00:00.000
732,2529,8.8515,45,2015-02-14 00:00:00.000
733,2379,8.3265,20,2015-02-15 00:00:00.000
734,2285,7.9975000000000005,41,2015-02-16 00:00:00.000
735,2447,8.5645,9,2015-02-17 00:00:00.000
736,2723,9.5305,3,2015-02-18 00:00:00.000
737,2683,9.3905,13,2015-02-19 00:00:00.000
738,2740,9.59,17,2015-02-20 00:00:00.000
739,2787,9.7545,14,2015-02-21 00:00:00.000
740,2316,8.106,21,2015-02-22 00:00:00.000
741,2785,9.7475,15,2015-02-23 00:00:00.000
742,3178,11.123000000000001,13,2015-02-24 00:00:00.000
743,3065,10.727500000000001,6,2015-02-25 00:00:00.000
744,3005,10.5175,16,2015-02-26 00:00:00.000
745,2861,10.0135,10,2015-02-27 00:00:00.000
746,3035,10.6225,25,2015-02-28 00:00:00.000
747,3040,10.64,14,2015-03-01 00:00:00.000
748,3095,10.8325,14,2015-03-02 00:00:00.000
749,3383,11.8405,8,2015-03-03 00:00:00.000
750,3360,11.76,12,2015-03-04 00:00:00.000
751,3250,11.375,12,2015-03-05 00:00:00.000
752,3346,11.711,17,2015-03-06 00:00:00.000
753,3421,11.9735,17,2015-03-07 00:00:00.000
754,3315,11.602500000000001,14,2015-03-08 00:00:00.000
755,3528,12.348,10,2015-03-09 00:00:00.000
756,3334,11.669,12,2015-03-10 00:00:00.000
757,3278,11.473,10,2015-03-11 00:00:00.000
758,3435,12.0225,7,2015-03-12 00:00:00.000
759,3504,12.264000000000001,13,2015-03-13 00:00:00.000
760,3103,10.8605,13,2015-03-14 00:00:00.000
761,3010,10.535,16,2015-03-15 00:00:00.000
762,2835,9.9225,16,2015-03-16 00:00:00.000
763,3186,11.151,10,2015-03-17 00:00:00.000
764,3282,11.487,14,2015-03-18 00:00:00.000
765,3454,12.089,9,2015-03-19 00:00:00.000
766,2101,7.3535,11,2015-03-20 00:00:00.000
767,2885,10.0975,15,2015-03-21 00:00:00.000
768,3106,10.871,18,2015-03-22 00:00:00.000
769,2364,8.274000000000001,11,2015-03-23 00:00:00.000
770,3245,11.3575,9,2015-03-24 00:00:00.000
771,2460,8.61,10,2015-03-25 00:00:00.000
772,2816,9.856,15,2015-03-26 00:00:00.000
773,2869,10.041500000000001,14,2015-03-27 00:00:00.000
774,2991,10.4685,13,2015-03-28 00:00:00.000
775,2938,10.283,19,2015-03-29 00:00:00.000
776,2588,9.058,20,2015-03-30 00:00:00.000
777,3188,11.158,17,2015-03-31 00:00:00.000
778,3156,11.046,14,2015-04-01 00:00:00.000
779,2843,9.9505,11,2015-04-02 00:00:00.000
780,3291,11.5185,17,2015-04-03 00:00:00.000
781,3016,10.556000000000001,17,2015-04-04 00:00:00.000
782,3095,10.8325,23,2015-04-05 00:00:00.000
783,3207,11.2245,24,2015-04-06 00:00:00.000
784,3002,10.507,23,2015-04-07 00:00:00.000
785,3194,11.179,13,2015-04-08 00:00:00.000
786,3074,10.759,24,2015-04-09 00:00:00.000
787,3384,11.844,27,2015-04-10 00:00:00.000
788,3285,11.4975,21,2015-04-11 00:00:00.000
789,3345,11.7075,23,2015-04-12 00:00:00.000
790,3596,12.586,9,2015-04-13 00:00:00.000
791,3275,11.4625,10,2015-04-14 00:00:00.000
792,3089,10.8115,14,2015-04-15 00:00:00.000
793,3300,11.55,13,2015-04-16 00:00:00.000
794,3078,10.773,16,2015-04-17 00:00:00.000
795,3484,12.194,15,2015-04-18 00:00:00.000
796,3389,11.8615,16,2015-04-19 00:00:00.000
797,3898,13.643,10,2015-04-20 00:00:00.000
798,3308,11.578,6,2015-04-21 00:00:00.000
799,3180,11.13,9,2015-04-22 00:00:00.000
800,3238,11.333,13,2015-04-23 00:00:00.000
801,3454,12.089,13,2015-04-24 00:00:00.000
802,2481,8.6835,32,2015-04-25 00:00:00.000
803,2811,9.8385,27,2015-04-26 00:00:00.000
804,3100,10.85,9,2015-04-27 00:00:00.000
805,3435,12.0225,13,2015-04-28 00:00:00.000
806,2397,8.3895,12,2015-04-29 00:00:00.000
807,3083,10.7905,6,2015-04-30 00:00:00.000
808,3460,12.11,15,2015-05-01 00:00:00.000
809,2956,10.346,16,2015-05-02 00:00:00.000
810,3255,11.3925,19,2015-05-03 00:00:00.000
811,3512,12.292,16,2015-05-04 00:00:00.000
812,3641,12.743500000000001,8,2015-05-05 00:00:00.000
813,3775,13.2125,7,2015-05-06 00:00:00.000
814,3521,12.323500000000001,11,2015-05-07 00:00:00.000
815,3580,12.530000000000001,13,2015-05-08 00:00:00.000
816,3026,10.591000000000001,17,2015-05-09 00:00:00.000
817,3422,11.977,8,2015-05-10 00:00:00.000
818,3166,11.081,9,2015-05-11 00:00:00.000
819,2785,9.7475,11,2015-05-12 00:00:00.000
820,3131,10.9585,9,2015-05-13 00:00:00.000
821,3345,11.7075,8,2015-05-14 00:00:00.000
822,3536,12.376,10,2015-05-15 00:00:00.000
823,3072,10.752,12,2015-05-16 00:00:00.000
824,3014,10.549,13,2015-05-17 00:00:00.000
825,2909,10.1815,9,2015-05-18 00:00:00.000
826,3309,11.5815,7,2015-05-19 00:00:00.000
827,2777,9.7195,10,2015-05-20 00:00:00.000
828,2615,9.1525,13,2015-05-21 00:00:00.000
829,2550,8.925,22,2015-05-22 00:00:00.000
830,2523,8.8305,36,2015-05-23 00:00:00.000
831,2402,8.407,40,2015-05-24 00:00:00.000
832,2432,8.512,30,2015-05-25 00:00:00.000
833,2508,8.778,15,2015-05-26 00:00:00.000
834,3063,10.7205,17,2015-05-27 00:00:00.000
835,3433,12.0155,14,2015-05-28 00:00:00.000
836,3613,12.6455,11,2015-05-29 00:00:00.000
837,3637,12.7295,24,2015-05-30 00:00:00.000
838,3145,11.0075,10,2015-05-31 00:00:00.000
839,2861,10.0135,14,2015-06-01 00:00:00.000
840,2997,10.4895,14,2015-06-02 00:00:00.000
841,3128,10.948,5,2015-06-03 00:00:00.000
842,3037,10.6295,19,2015-06-04 00:00:00.000
843,3005,10.5175,13,2015-06-05 00:00:00.000
844,2641,9.243500000000001,22,2015-06-06 00:00:00.000
845,3306,11.571,22,2015-06-07 00:00:00.000
846,3661,12.8135,5,2015-06-08 00:00:00.000
847,3489,12.211500000000001,17,2015-06-09 00:00:00.000
848,3529,12.3515,15,2015-06-10 00:00:00.000
849,3473,12.1555,7,2015-06-11 00:00:00.000
850,3135,10.9725,15,2015-06-12 00:00:00.000
851,3336,11.676,11,2015-06-13 00:00:00.000
852,3405,11.9175,20,2015-06-14 00:00:00.000
853,2975,10.4125,14,2015-06-15 00:00:00.000
854,2506,8.771,27,2015-06-16 00:00:00.000
855,2388,8.358,27,2015-06-17 00:00:00.000
856,2354,8.239,26,2015-06-18 00:00:00.000
857,2364,8.274000000000001,45,2015-06-19 00:00:00.000
858,2493,8.7255,55,2015-06-20 00:00:00.000
859,3544,12.404,10,2015-06-21 00:00:00.000
860,3578,12.523,17,2015-06-22 00:00:00.000
861,3571,12.4985,19,2015-06-23 00:00:00.000
862,3574,12.509,13,2015-06-24 00:00:00.000
863,3245,11.3575,16,2015-06-25 00:00:00.000
864,3516,12.306000000000001,15,2015-06-26 00:00:00.000
865,3087,10.8045,21,2015-06-27 00:00:00.000
866,3239,11.336500000000001,14,2015-06-28 00:00:00.000
867,3582,12.537,18,2015-06-29 00:00:00.000
868,3358,11.753,16,2015-06-30 00:00:00.000
869,3331,11.6585,16,2015-07-01 00:00:00.000
870,3117,10.9095,16,2015-07-02 00:00:00.000
871,2830,9.905,23,2015-07-03 00:00:00.000
872,2752,9.632,31,2015-07-04 00:00:00.000
873,3045,10.6575,17,2015-07-05 00:00:00.000
874,3231,11.3085,25,2015-07-06 00:00:00.000
875,3180,11.13,19,2015-07-07 00:00:00.000
876,3310,11.585,14,2015-07-08 00:00:00.000
877,3324,11.634,14,2015-07-09 00:00:00.000
878,3034,10.619,15,2015-07-10 00:00:00.000
879,2842,9.947000000000001,14,2015-07-11 00:00:00.000
880,3212,11.242,19,2015-07-12 00:00:00.000
881,3458,12.103,14,2015-07-13 00:00:00.000
882,3335,11.6725,17,2015-07-14 00:00:00.000
883,3354,11.739,12,2015-07-15 00:00:00.000
884,3161,11.0635,12,2015-07-16 00:00:00.000
885,3259,11.4065,23,2015-07-17 00:00:00.000
886,3459,12.1065,15,2015-07-18 00:00:00.000
887,3425,11.9875,24,2015-07-19 00:00:00.000
888,3455,12.092500000000001,22,2015-07-20 00:00:00.000
889,3597,12.589500000000001,31,2015-07-21 00:00:00.000
890,3532,12.362,20,2015-07-22 00:00:00.000
891,3261,11.4135,11,2015-07-23 00:00:00.000
892,3362,11.767,26,2015-07-24 00:00:00.000
893,3063,10.7205,32,2015-07-25 00:00:00.000
894,3538,12.383000000000001,5,2015-07-26 00:00:00.000
895,3524,12.334,18,2015-07-27 00:00:00.000
896,3528,12.348,27,2015-07-28 00:00:00.000
897,3328,11.648,19,2015-07-29 00:00:00.000
898,3466,12.131,16,2015-07-30 00:00:00.000
899,3471,12.1485,20,2015-07-31 00:00:00.000
900,3522,12.327,13,2015-08-01 00:00:00.000
901,3505,12.2675,15,2015-08-02 00:00:00.000
902,3499,12.246500000000001,17,2015-08-03 00:00:00.000
903,3263,11.4205,21,2015-08-04 00:00:00.000
904,3285,11.4975,12,2015-08-05 00:00:00.000
905,3436,12.026,17,2015-08-06 00:00:00.000
906,3506,12.271,21,2015-08-07 00:00:00.000
907,3732,13.062,23,2015-08-08 00:00:00.000
908,3688,12.908,20,2015-08-09 00:00:00.000
909,3915,13.7025,24,2015-08-10 00:00:00.000
910,3870,13.545,26,2015-08-11 00:00:00.000
911,3702,12.957,10,2015-08-12 00:00:00.000
912,4015,14.0525,20,2015-08-13 00:00:00.000
913,3834,13.419,15,2015-08-14 00:00:00.000
914,3431,12.0085,18,2015-08-15 00:00:00.000
915,3618,12.663,12,2015-08-16 00:00:00.000
916,3634,12.719,14,2015-08-17 00:00:00.000
917,3375,11.8125,17,2015-08-18 00:00:00.000
918,3493,12.2255,14,2015-08-19 00:00:00.000
919,3563,12.4705,11,2015-08-20 00:00:00.000
920,3519,12.3165,20,2015-08-21 00:00:00.000
921,3512,12.292,17,2015-08-22 00:00:00.000
922,3118,10.913,22,2015-08-23 00:00:00.000
923,2980,10.43,12,2015-08-24 00:00:00.000
924,2930,10.255,19,2015-08-25 00:00:00.000
925,3432,12.012,10,2015-08-26 00:00:00.000
926,3571,12.4985,12,2015-08-27 00:00:00.000
927,2935,10.2725,18,2015-08-28 00:00:00.000
928,2981,10.4335,21,2015-08-29 00:00:00.000
929,2681,9.3835,26,2015-08-30 00:00:00.000
930,2996,10.486,16,2015-08-31 00:00:00.000
931,3497,12.2395,9,2015-09-01 00:00:00.000
932,3297,11.5395,10,2015-09-02 00:00:00.000
933,2786,9.751,14,2015-09-03 00:00:00.000
934,2516,8.806000000000001,41,2015-09-04 00:00:00.000
935,2586,9.051,40,2015-09-05 00:00:00.000
936,2417,8.4595,39,2015-09-06 00:00:00.000
937,2666,9.331,26,2015-09-07 00:00:00.000
938,3234,11.319,12,2015-09-08 00:00:00.000
939,3157,11.0495,11,2015-09-09 00:00:00.000
940,3076,10.766,7,2015-09-10 00:00:00.000
941,2833,9.9155,15,2015-09-11 00:00:00.000
942,2986,10.451,24,2015-09-12 00:00:00.000
943,3187,11.1545,14,2015-09-13 00:00:00.000
944,3092,10.822000000000001,7,2015-09-14 00:00:00.000
945,2954,10.339,9,2015-09-15 00:00:00.000
946,3126,10.941,11,2015-09-16 00:00:00.000
947,2827,9.8945,10,2015-09-17 00:00:00.000
948,2859,10.0065,11,2015-09-18 00:00:00.000
949,2929,10.2515,10,2015-09-19 00:00:00.000
950,3002,10.507,16,2015-09-20 00:00:00.000
951,3190,11.165000000000001,9,2015-09-21 00:00:00.000
952,2894,10.129,9,2015-09-22 00:00:00.000
953,2993,10.4755,9,2015-09-23 00:00:00.000
954,2755,9.6425,6,2015-09-24 00:00:00.000
955,3020,10.57,9,2015-09-25 00:00:00.000
956,3261,11.4135,31,2015-09-26 00:00:00.000
957,2976,10.416,20,2015-09-27 00:00:00.000
958,2726,9.541,5,2015-09-28 00:00:00.000
959,2936,10.276,10,2015-09-29 00:00:00.000
960,2521,8.823500000000001,15,2015-09-30 00:00:00.000
961,2549,8.9215,19,2015-10-01 00:00:00.000
962,2573,9.0055,27,2015-10-02 00:00:00.000
963,2429,8.5015,20,2015-10-03 00:00:00.000
964,2830,9.905,24,2015-10-04 00:00:00.000
965,2687,9.4045,12,2015-10-05 00:00:00.000
966,2503,8.7605,11,2015-10-06 00:00:00.000
967,2460,8.61,6,2015-10-07 00:00:00.000
968,2666,9.331,18,2015-10-08 00:00:00.000
969,2654,9.289,19,2015-10-09 00:00:00.000
970,2226,7.791,29,2015-10-10 00:00:00.000
971,2351,8.2285,20,2015-10-11 00:00:00.000
972,2324,8.134,18,2015-10-12 00:00:00.000
973,2784,9.744,11,2015-10-13 00:00:00.000
974,2536,8.876,14,2015-10-14 00:00:00.000
975,2970,10.395,5,2015-10-15 00:00:00.000
976,2831,9.9085,13,2015-10-16 00:00:00.000
977,2868,10.038,22,2015-10-17 00:00:00.000
978,2847,9.964500000000001,16,2015-10-18 00:00:00.000
979,3333,11.6655,2,2015-10-19 00:00:00.000
980,3211,11.2385,7,2015-10-20 00:00:00.000
981,2823,9.8805,9,2015-10-21 00:00:00.000
982,3134,10.969,13,2015-10-22 00:00:00.000
983,3087,10.8045,9,2015-10-23 00:00:00.000
984,3730,13.055,7,2015-10-24 00:00:00.000
985,3382,11.837,11,2015-10-25 00:00:00.000
986,3232,11.312,8,2015-10-26 00:00:00.000
987,3388,11.858,11,2015-10-27 00:00:00.000
988,3611,12.6385,11,2015-10-28 00:00:00.000
989,2753,9.6355,10,2015-10-29 00:00:00.000
990,3166,11.081,10,2015-10-30 00:00:00.000
991,2464,8.624,17,2015-10-31 00:00:00.000
992,3422,11.977,12,2015-11-01 00:00:00.000
993,3276,11.466000000000001,7,2015-11-02 00:00:00.000
994,2993,10.4755,11,2015-11-03 00:00:00.000
995,3289,11.5115,5,2015-11-04 00:00:00.000
996,3094,10.829,4,2015-11-05 00:00:00.000
997,3102,10.857000000000001,14,2015-11-06 00:00:00.000
998,2954,10.339,10,2015-11-07 00:00:00.000
999,2841,9.9435,17,2015-11-08 00:00:00.000
1000,3059,10.7065,6,2015-11-09 00:00:00.000
1001,1142,3.997,27,2015-11-10 00:00:00.000
1002,2314,8.099,30,2015-11-11 00:00:00.000
1003,2816,9.856,11,2015-11-12 00:00:00.000
1004,2469,8.6415,18,2015-11-13 00:00:00.000
1005,2480,8.68,25,2015-11-14 00:00:00.000
1006,1826,6.391,31,2015-11-15 00:00:00.000
1007,2614,9.149000000000001,17,2015-11-16 00:00:00.000
1008,2908,10.178,14,2015-11-17 00:00:00.000
1009,3358,11.753,14,2015-11-18 00:00:00.000
1010,2705,9.4675,19,2015-11-19 00:00:00.000
1011,2613,9.1455,23,2015-11-20 00:00:00.000
1012,2392,8.372,38,2015-11-21 00:00:00.000
1013,2545,8.9075,29,2015-11-22 00:00:00.000
1014,2916,10.206,22,2015-11-23 00:00:00.000
1015,2868,10.038,13,2015-11-24 00:00:00.000
1016,2802,9.807,26,2015-11-25 00:00:00.000
1017,2737,9.5795,15,2015-11-26 00:00:00.000
1018,2525,8.8375,37,2015-11-27 00:00:00.000
1019,2440,8.540000000000001,41,2015-11-28 00:00:00.000
1020,2867,10.0345,23,2015-11-29 00:00:00.000
1021,2876,10.066,13,2015-11-30 00:00:00.000
1022,3125,10.9375,13,2015-12-01 00:00:00.000
1023,2216,7.756,8,2015-12-02 00:00:00.000
1024,3400,11.9,1,2015-12-03 00:00:00.000
1025,3091,10.8185,15,2015-12-04 00:00:00.000
1026,2860,10.01,20,2015-12-05 00:00:00.000
1027,3268,11.438,16,2015-12-06 00:00:00.000
1028,3083,10.7905,18,2015-12-07 00:00:00.000
1029,3013,10.5455,8,2015-12-08 00:00:00.000
1030,2732,9.562,18,2015-12-09 00:00:00.000
1031,3246,11.361,12,2015-12-10 00:00:00.000
