"index","average_price","devex value (USD)","volume","date"
1539,138586,485.051,8,2023-03-20 00:00:00.000
1540,143164,501.074,6,2023-03-21 00:00:00.000
1541,142810,499.83500000000004,7,2023-03-22 00:00:00.000
1542,139380,487.83,6,2023-03-23 00:00:00.000
1543,144591,506.06850000000003,6,2023-03-24 00:00:00.000
1544,146300,512.05,6,2023-03-25 00:00:00.000
1545,126000,441,3,2023-03-26 00:00:00.000
1546,140000,490,4,2023-03-27 00:00:00.000
1547,143971,503.8985,4,2023-03-28 00:00:00.000
1548,147332,515.662,3,2023-03-29 00:00:00.000
1549,146439,512.5365,10,2023-03-30 00:00:00.000
1550,142499,498.7465,3,2023-03-31 00:00:00.000
1551,140544,491.904,9,2023-04-01 00:00:00.000
1552,149848,524.468,9,2023-04-02 00:00:00.000
1553,144686,506.401,7,2023-04-03 00:00:00.000
1554,133199,466.1965,5,2023-04-04 00:00:00.000
1555,133549,467.42150000000004,4,2023-04-05 00:00:00.000
1556,131500,460.25,4,2023-04-06 00:00:00.000
1557,140856,492.99600000000004,7,2023-04-07 00:00:00.000
1558,139166,487.081,6,2023-04-08 00:00:00.000
1559,141624,495.684,4,2023-04-09 00:00:00.000
1560,136599,478.0965,5,2023-04-10 00:00:00.000
1561,137995,482.9825,2,2023-04-11 00:00:00.000
1562,128626,450.19100000000003,2,2023-04-12 00:00:00.000
1563,132999,465.4965,8,2023-04-13 00:00:00.000
1564,133749,468.1215,5,2023-04-14 00:00:00.000
1565,132798,464.793,6,2023-04-15 00:00:00.000
1566,131679,460.8765,8,2023-04-16 00:00:00.000
1567,139419,487.9665,6,2023-04-17 00:00:00.000
1568,139249,487.3715,4,2023-04-18 00:00:00.000
1569,138066,483.231,5,2023-04-19 00:00:00.000
1570,144999,507.4965,1,2023-04-20 00:00:00.000
1571,135159,473.0565,7,2023-04-21 00:00:00.000
1572,139664,488.824,3,2023-04-22 00:00:00.000
1573,137595,481.5825,5,2023-04-23 00:00:00.000
1574,128741,450.5935,6,2023-04-24 00:00:00.000
1575,131337,459.6795,11,2023-04-25 00:00:00.000
1576,131157,459.0495,7,2023-04-26 00:00:00.000
1577,133156,466.046,6,2023-04-27 00:00:00.000
1578,130567,456.9845,5,2023-04-28 00:00:00.000
1579,127359,445.7565,11,2023-04-29 00:00:00.000
1580,130099,455.3465,6,2023-04-30 00:00:00.000
1581,134829,471.9015,9,2023-05-01 00:00:00.000
1582,141333,494.6655,3,2023-05-02 00:00:00.000
1583,129299,452.54650000000004,8,2023-05-03 00:00:00.000
1584,133249,466.3715,5,2023-05-04 00:00:00.000
1585,137124,479.934,4,2023-05-05 00:00:00.000
1586,132599,464.0965,10,2023-05-06 00:00:00.000
1587,133142,465.997,5,2023-05-07 00:00:00.000
1588,131824,461.384,7,2023-05-08 00:00:00.000
1589,129949,454.8215,2,2023-05-09 00:00:00.000
1590,128731,450.55850000000004,6,2023-05-10 00:00:00.000
1591,129025,451.58750000000003,6,2023-05-11 00:00:00.000
1592,125299,438.54650000000004,4,2023-05-12 00:00:00.000
1593,130320,456.12,7,2023-05-13 00:00:00.000
1594,136699,478.4465,10,2023-05-14 00:00:00.000
1595,134900,472.15000000000003,5,2023-05-15 00:00:00.000
1596,128348,449.218,7,2023-05-16 00:00:00.000
1597,122862,430.017,4,2023-05-17 00:00:00.000
1598,124979,437.42650000000003,5,2023-05-18 00:00:00.000
1599,127887,447.60450000000003,5,2023-05-19 00:00:00.000
1600,131249,459.3715,5,2023-05-20 00:00:00.000
1601,124664,436.324,4,2023-05-21 00:00:00.000
1602,130148,455.51800000000003,8,2023-05-22 00:00:00.000
1603,122275,427.96250000000003,6,2023-05-23 00:00:00.000
1604,123043,430.6505,9,2023-05-24 00:00:00.000
1605,125332,438.66200000000003,3,2023-05-25 00:00:00.000
1606,130428,456.498,9,2023-05-26 00:00:00.000
1607,119088,416.808,9,2023-05-27 00:00:00.000
1608,145999,510.9965,4,2023-05-28 00:00:00.000
1609,128164,448.574,6,2023-05-29 00:00:00.000
1610,133331,466.6585,5,2023-05-30 00:00:00.000
1611,131438,460.033,3,2023-05-31 00:00:00.000
1612,125976,440.916,5,2023-06-01 00:00:00.000
1613,126078,441.273,6,2023-06-02 00:00:00.000
1614,127713,446.9955,6,2023-06-03 00:00:00.000
1615,130199,455.6965,6,2023-06-04 00:00:00.000
1616,136694,478.42900000000003,5,2023-06-05 00:00:00.000
1617,127211,445.2385,7,2023-06-06 00:00:00.000
1618,113118,395.913,8,2023-06-07 00:00:00.000
1619,128786,450.75100000000003,9,2023-06-08 00:00:00.000
1620,128902,451.157,7,2023-06-09 00:00:00.000
1621,117054,409.689,8,2023-06-10 00:00:00.000
1622,123395,431.8825,6,2023-06-11 00:00:00.000
1623,107299,375.5465,5,2023-06-12 00:00:00.000
1624,129377,452.8195,5,2023-06-13 00:00:00.000
1625,130522,456.827,5,2023-06-14 00:00:00.000
1626,130434,456.519,4,2023-06-15 00:00:00.000
1627,126000,441,8,2023-06-16 00:00:00.000
1628,123643,432.7505,4,2023-06-17 00:00:00.000
1629,121135,423.9725,8,2023-06-18 00:00:00.000
1630,131995,461.9825,7,2023-06-19 00:00:00.000
1631,130204,455.714,4,2023-06-20 00:00:00.000
1632,129516,453.306,8,2023-06-21 00:00:00.000
1633,116461,407.6135,13,2023-06-22 00:00:00.000
1634,123541,432.3935,14,2023-06-23 00:00:00.000
1635,120704,422.464,16,2023-06-24 00:00:00.000
1636,124790,436.765,12,2023-06-25 00:00:00.000
1637,123878,433.57300000000004,13,2023-06-26 00:00:00.000
1638,124063,434.2205,11,2023-06-27 00:00:00.000
1639,132400,463.40000000000003,5,2023-06-28 00:00:00.000
1640,122179,427.6265,4,2023-06-29 00:00:00.000
1641,127949,447.8215,7,2023-06-30 00:00:00.000
1642,133700,467.95,10,2023-07-01 00:00:00.000
1643,119700,418.95,6,2023-07-02 00:00:00.000
1644,136362,477.267,12,2023-07-03 00:00:00.000
1645,125257,438.3995,7,2023-07-04 00:00:00.000
1646,133299,466.54650000000004,5,2023-07-05 00:00:00.000
1647,131833,461.4155,6,2023-07-06 00:00:00.000
1648,133300,466.55,3,2023-07-07 00:00:00.000
1649,129817,454.3595,9,2023-07-08 00:00:00.000
1650,135216,473.25600000000003,6,2023-07-09 00:00:00.000
1651,129250,452.375,8,2023-07-10 00:00:00.000
1652,141500,495.25,2,2023-07-11 00:00:00.000
1653,143571,502.49850000000004,14,2023-07-12 00:00:00.000
1654,137625,481.6875,4,2023-07-13 00:00:00.000
1655,138417,484.4595,6,2023-07-14 00:00:00.000
1656,142669,499.3415,10,2023-07-15 00:00:00.000
1657,142484,498.694,9,2023-07-16 00:00:00.000
1658,141714,495.999,7,2023-07-17 00:00:00.000
1659,140925,493.2375,4,2023-07-18 00:00:00.000
1660,130849,457.9715,10,2023-07-19 00:00:00.000
1661,128674,450.35900000000004,7,2023-07-20 00:00:00.000
1662,131474,460.159,4,2023-07-21 00:00:00.000
1663,142904,500.164,3,2023-07-22 00:00:00.000
1664,143599,502.5965,7,2023-07-23 00:00:00.000
1665,130600,457.1,3,2023-07-25 00:00:00.000
1666,137400,480.90000000000003,5,2023-07-26 00:00:00.000
1667,132627,464.1945,11,2023-07-27 00:00:00.000
1668,152438,533.533,4,2023-07-28 00:00:00.000
1669,148483,519.6905,6,2023-07-29 00:00:00.000
1670,124457,435.59950000000003,7,2023-07-30 00:00:00.000
1671,140836,492.926,7,2023-07-31 00:00:00.000
1672,139799,489.29650000000004,5,2023-08-01 00:00:00.000
1673,113125,395.9375,5,2023-08-02 00:00:00.000
1674,147666,516.831,6,2023-08-03 00:00:00.000
1675,132429,463.5015,40,2023-08-04 00:00:00.000
1676,133488,467.208,27,2023-08-05 00:00:00.000
1677,131332,459.66200000000003,29,2023-08-06 00:00:00.000
